Vendor,Library,No,ID,Formula,MW,Smile,Conc_mM,Solvent,Plate_ID,Plate_well
Enamine,UC-204426,166,Z1255460290,C7H10N2O,138.167,Cc1ccnc(CCO)n1,100,DMSO,1233977-Y25-04,F13
Enamine,UC-204426,167,Z332383676,C9H12FNO,169.196,COc1cccc(F)c1C(C)N,100,DMSO,1233977-Y25-04,G13
Enamine,UC-204426,168,Z364003330,C10H6ClNO2,207.613,OC(=O)c1cc(Cl)cc2cccnc12,100,DMSO,1233977-Y25-04,H13
Enamine,UC-204426,169,Z992744046,C8H17NO,143.227,CNCCC1CCOCC1,100,DMSO,1233977-Y25-04,I13
Enamine,UC-204426,170,Z1925930638,C7H7N3O,149.15,Cc1ccnc2[nH]c(=O)[nH]c12,100,DMSO,1233977-Y25-04,J13
Enamine,UC-204426,171,Z979742720,C9H15N3O,181.235,CC(C)c1nc(no1)C2CCCN2,100,DMSO,1233977-Y25-04,K13
Enamine,UC-204426,172,Z1258922420,C11H12ClN3,221.686,Cn1ccc(n1)C(N)c2ccc(Cl)cc2,100,DMSO,1233977-Y25-04,L13
Enamine,UC-204426,173,Z992719004,C9H11F3N2S,236.257,FC(F)(F)c1csc(n1)C2CCNCC2,100,DMSO,1233977-Y25-04,M13
Enamine,UC-204426,174,Z397586770,C11H12F3NO,231.214,FC(F)(F)c1ccccc1C2CNCCO2,100,DMSO,1233977-Y25-04,N13
Enamine,UC-204426,175,Z992718710,C9H11F3N2S,236.257,FC(F)(F)c1csc(n1)C2CCCNC2,100,DMSO,1233977-Y25-04,O13
Enamine,UC-204426,176,Z2768220211,C10H20ClNO2,185.263,Cl.C(OC1CCNCC1)C2CCCO2,100,DMSO,1233977-Y25-04,P13
Enamine,UC-204426,177,Z2047963068,C7H7NO3,153.135,OC(=O)c1ocnc1C2CC2,100,DMSO,1233977-Y25-04,A14
Enamine,UC-204426,178,Z425847878,C9H9N3,159.188,Cc1nnc(N)c2ccccc12,100,DMSO,1233977-Y25-04,B14
Enamine,UC-204426,179,Z359373504,C9H10N4,174.203,Cc1nccn1c2ccncc2N,100,DMSO,1233977-Y25-04,C14
Enamine,UC-204426,180,Z415640898,C11H12FN3,205.231,Cc1nccn1c2ccc(F)cc2CN,100,DMSO,1233977-Y25-04,D14
Enamine,UC-204426,181,Z1198166226,C12H18N2,190.285,CCc1ccc(cc1)C2CNCCN2,100,DMSO,1233977-Y25-04,E14
Enamine,UC-204426,182,Z1139192314,C7H9N3O,151.166,O=c1[nH]cnc2NCCCc21,100,DMSO,1233977-Y25-04,F14
Enamine,UC-204426,183,Z445160492,C11H12FN3,205.231,Fc1cc(C#N)ccc1N2CCNCC2,100,DMSO,1233977-Y25-04,G14
Enamine,UC-204426,184,Z1263820321,C9H11ClFN,151.181,Cl.NC1CCc2ccc(F)cc12,100,DMSO,1233977-Y25-04,H14
Enamine,UC-204426,185,Z1138834220,C12H22N4,222.33,CC(C)n1ccnc1CN2CCCNCC2,100,DMSO,1233977-Y25-04,I14
